region,partner,oem_program,metric_date,avg_latency_ms,p95_latency_ms,packet_loss_pct,attach_success_rate,sessions
Europe & MENA,Rogers,Moto-2W,2025-01-09,89.8,155.2,0.76,0.976,4636
Latin America,Etisalat,EV-Premium,2025-02-16,106.7,134.3,0.45,0.942,2845
Latin America,AT&T,EV-Urban,2025-01-28,49.5,74.9,0.87,0.94,3827
Asia-Pacific,Telstra,Compact-Connected,2025-02-01,61.7,118.5,0.85,0.974,2797
Latin America,Telstra,Compact-Connected,2025-01-16,55.5,129.6,0.22,0.956,4052
North America,SK Telecom,EV-Premium,2025-01-31,45.2,85.7,0.06,0.936,583
North America,SK Telecom,SUV-Connected,2025-02-08,58.4,91.5,0.5,0.947,1699
Europe & MENA,TIM,Moto-2W,2025-02-02,70.7,131.9,0.67,0.969,2642
Latin America,AT&T,Moto-2W,2025-02-21,71.1,116.3,0.53,0.934,2234
Europe & MENA,SK Telecom,Commercial-Van,2025-02-04,51.5,91.2,0.38,0.934,3902
India & Middle East,NTT Docomo,Moto-2W,2025-01-04,57.7,91.9,0.22,0.941,3749
Europe & MENA,SK Telecom,Commercial-Van,2025-01-04,60.9,126.2,0.12,0.965,3403
Oceania,Vodafone,Commercial-Van,2025-02-11,54.8,133.6,0.37,0.983,1166
India & Middle East,Telstra,Moto-2W,2025-01-15,67.4,114.8,0.29,0.949,2337
Europe & MENA,Singtel,EV-Urban,2025-01-29,131.8,163.7,0.74,0.991,1622
India & Middle East,Telefonica,Luxury-Flagship,2025-02-25,109.7,154.3,0.56,0.96,1500
Latin America,TIM,Compact-Connected,2025-02-10,75.7,142.1,0.24,0.941,4219
Europe & MENA,Etisalat,EV-Urban,2025-01-11,71.4,126.8,0.06,0.952,3754
India & Middle East,Etisalat,Moto-2W,2025-02-20,53.8,122.0,0.37,0.959,2979
Oceania,Airtel,Moto-2W,2025-02-21,113.1,162.2,0.07,0.976,2225
North America,Deutsche Telekom,Luxury-Flagship,2025-01-11,108.9,145.1,0.53,0.988,4914
North America,Orange,Fleet-Leasing,2025-01-13,96.5,140.2,0.34,0.949,4775
Asia-Pacific,Telstra,Compact-Connected,2025-01-18,68.8,119.3,0.37,0.954,4211
North America,NTT Docomo,SUV-Connected,2025-02-17,63.1,128.6,0.85,0.983,1124
Asia-Pacific,AT&T,Moto-2W,2025-02-05,68.1,93.2,0.41,0.94,1057
North America,Airtel,Moto-2W,2025-01-31,111.1,181.6,0.44,0.976,836
Oceania,Telefonica,EV-Urban,2025-02-13,72.9,131.3,0.21,0.986,2834
Asia-Pacific,Telefonica,EV-Urban,2025-02-22,98.5,142.9,0.46,0.935,1672
India & Middle East,TIM,SUV-Connected,2025-01-28,126.6,196.8,0.35,0.954,3852
Oceania,Vodafone,EV-Premium,2025-01-04,76.0,118.3,0.17,0.977,3391
Oceania,Vodafone,Fleet-Leasing,2025-01-15,49.4,121.7,0.58,0.934,2788
Europe & MENA,NTT Docomo,Luxury-Flagship,2025-01-03,105.9,171.6,0.42,0.932,3786
Asia-Pacific,TIM,Commercial-Van,2025-02-03,46.7,109.5,0.88,0.98,4869
Latin America,SK Telecom,Commercial-Van,2025-01-02,80.9,128.7,0.9,0.951,3641
Latin America,Orange,SUV-Connected,2025-01-30,110.7,157.1,0.83,0.986,1313
Oceania,Singtel,EV-Premium,2025-02-08,67.2,129.4,0.49,0.95,2155
India & Middle East,Singtel,Compact-Connected,2025-02-16,68.6,105.2,0.32,0.961,4495
Latin America,Etisalat,Luxury-Flagship,2025-01-16,55.6,118.7,0.78,0.985,1008
North America,Telefonica,Commercial-Van,2025-02-15,98.2,140.1,0.4,0.938,4356
North America,NTT Docomo,EV-Premium,2025-02-27,73.3,143.2,0.71,0.974,4905
North America,Airtel,EV-Premium,2025-01-05,50.3,114.8,0.43,0.986,3561
North America,Telefonica,Fleet-Leasing,2025-02-20,114.2,193.4,0.57,0.946,3626
Oceania,AT&T,Moto-2W,2025-01-10,77.3,151.8,0.71,0.937,1564
Europe & MENA,AT&T,Compact-Connected,2025-02-03,100.3,167.2,0.34,0.931,736
India & Middle East,Singtel,EV-Premium,2025-01-07,123.8,179.8,0.65,0.959,3312
North America,Telefonica,Commercial-Van,2025-01-13,132.0,191.6,0.85,0.94,752
Asia-Pacific,Singtel,Moto-2W,2025-02-14,117.4,146.8,0.4,0.933,1185
Asia-Pacific,Etisalat,Compact-Connected,2025-02-04,82.3,153.1,0.79,0.974,1247
Europe & MENA,Singtel,Compact-Connected,2025-01-08,65.5,97.5,0.19,0.989,1989
Asia-Pacific,NTT Docomo,Commercial-Van,2025-02-19,51.9,118.1,0.18,0.935,1012
Oceania,Singtel,Compact-Connected,2025-02-24,66.8,123.8,0.18,0.969,3781
North America,Singtel,Commercial-Van,2025-01-05,128.2,170.3,0.61,0.964,1253
Latin America,Orange,SUV-Connected,2025-01-19,54.0,99.0,0.89,0.946,1277
Oceania,AT&T,Moto-2W,2025-02-21,69.5,108.5,0.89,0.95,1613
Europe & MENA,Rogers,Compact-Connected,2025-02-14,82.5,140.9,0.7,0.982,3146
India & Middle East,Deutsche Telekom,EV-Urban,2025-02-11,70.0,148.0,0.21,0.982,2352
North America,AT&T,Compact-Connected,2025-02-10,49.4,116.4,0.8,0.976,3055
Asia-Pacific,Vodafone,Commercial-Van,2025-01-28,45.2,105.0,0.33,0.939,3722
India & Middle East,Deutsche Telekom,EV-Premium,2025-01-14,60.0,120.9,0.41,0.963,1866
Latin America,Vodafone,Moto-2W,2025-02-10,48.2,124.0,0.32,0.955,3249
Europe & MENA,TIM,Compact-Connected,2025-01-01,48.3,82.3,0.68,0.951,1676
Asia-Pacific,AT&T,Fleet-Leasing,2025-01-08,128.3,197.3,0.83,0.979,4323
Oceania,TIM,Luxury-Flagship,2025-01-28,120.7,189.2,0.07,0.989,2025
North America,Etisalat,Moto-2W,2025-01-15,132.1,162.0,0.61,0.936,952
Latin America,Orange,Moto-2W,2025-02-21,119.1,167.4,0.54,0.94,3504
Asia-Pacific,AT&T,Fleet-Leasing,2025-02-04,131.0,193.8,0.53,0.937,4118
North America,Telefonica,EV-Urban,2025-02-16,63.8,98.8,0.65,0.954,2309
Asia-Pacific,Telstra,Luxury-Flagship,2025-02-13,47.6,108.3,0.45,0.934,1947
North America,Deutsche Telekom,Commercial-Van,2025-01-06,114.6,160.3,0.85,0.936,1373
Asia-Pacific,Singtel,EV-Premium,2025-01-24,118.7,176.4,0.42,0.957,3414
North America,Vodafone,SUV-Connected,2025-02-15,61.3,139.9,0.7,0.962,1186
North America,Etisalat,Luxury-Flagship,2025-02-15,48.6,86.2,0.85,0.931,1970
North America,Airtel,Commercial-Van,2025-02-13,80.1,109.0,0.67,0.933,3706
Latin America,Vodafone,Moto-2W,2025-01-21,110.6,188.2,0.74,0.937,2983
Europe & MENA,TIM,Compact-Connected,2025-01-29,64.7,114.2,0.67,0.934,1089
North America,TIM,Compact-Connected,2025-01-01,74.6,112.9,0.18,0.974,1476
North America,Deutsche Telekom,SUV-Connected,2025-02-03,57.4,86.9,0.84,0.946,2512
India & Middle East,Airtel,Moto-2W,2025-02-06,113.5,139.1,0.11,0.977,2912
Europe & MENA,AT&T,Luxury-Flagship,2025-01-17,105.9,139.9,0.62,0.939,1201
Asia-Pacific,NTT Docomo,Commercial-Van,2025-02-10,45.5,87.8,0.1,0.941,2323
North America,SK Telecom,Compact-Connected,2025-02-20,98.8,128.1,0.88,0.937,3465
North America,Airtel,EV-Urban,2025-01-29,110.2,140.2,0.78,0.991,2054
Oceania,SK Telecom,Luxury-Flagship,2025-01-06,122.1,194.3,0.54,0.981,913
Latin America,Orange,Fleet-Leasing,2025-01-15,116.2,178.0,0.15,0.979,1762
Europe & MENA,NTT Docomo,Luxury-Flagship,2025-01-17,99.7,143.6,0.59,0.947,3803
Asia-Pacific,Etisalat,Fleet-Leasing,2025-02-25,54.3,81.7,0.48,0.948,2791
Latin America,SK Telecom,Luxury-Flagship,2025-02-09,130.2,180.4,0.79,0.934,1577
Latin America,SK Telecom,EV-Premium,2025-01-11,108.8,158.8,0.33,0.969,4046
North America,SK Telecom,Moto-2W,2025-02-22,126.4,181.3,0.48,0.957,3920
Europe & MENA,NTT Docomo,SUV-Connected,2025-01-13,74.9,120.9,0.89,0.974,984
Europe & MENA,SK Telecom,EV-Urban,2025-02-06,115.5,160.7,0.79,0.966,4151
Oceania,SK Telecom,SUV-Connected,2025-02-07,49.8,111.3,0.35,0.951,4053
Asia-Pacific,SK Telecom,SUV-Connected,2025-01-22,108.4,141.5,0.85,0.953,2662
North America,Airtel,Compact-Connected,2025-01-15,57.5,83.9,0.15,0.971,2181
India & Middle East,Airtel,EV-Premium,2025-02-25,116.3,164.0,0.51,0.966,1274
Europe & MENA,Deutsche Telekom,Fleet-Leasing,2025-01-29,53.3,108.8,0.55,0.968,3608
India & Middle East,Telstra,Moto-2W,2025-01-06,121.7,148.1,0.33,0.94,2100
Oceania,Vodafone,Compact-Connected,2025-02-28,129.6,189.9,0.07,0.976,2794
Oceania,AT&T,EV-Premium,2025-01-13,71.8,104.7,0.14,0.958,1781
North America,Telefonica,EV-Premium,2025-01-19,47.6,100.9,0.58,0.971,4421
Asia-Pacific,Telstra,Moto-2W,2025-01-03,52.4,117.4,0.48,0.944,2606
India & Middle East,Airtel,Compact-Connected,2025-02-25,63.3,140.5,0.08,0.958,3670
Asia-Pacific,Telefonica,EV-Premium,2025-01-21,84.2,155.0,0.61,0.987,3745
Oceania,Orange,EV-Urban,2025-02-12,116.7,155.8,0.2,0.992,2185
Oceania,Deutsche Telekom,Fleet-Leasing,2025-02-15,122.0,182.2,0.12,0.982,1316
Europe & MENA,Orange,Luxury-Flagship,2025-01-02,58.5,127.2,0.07,0.965,582
Oceania,TIM,EV-Premium,2025-02-21,79.5,131.0,0.36,0.963,1639
Europe & MENA,Rogers,EV-Premium,2025-01-12,105.9,131.1,0.22,0.973,1078
Oceania,Vodafone,Moto-2W,2025-01-31,57.1,90.0,0.42,0.943,4555
North America,Airtel,Moto-2W,2025-01-04,97.3,127.3,0.68,0.93,3314
North America,Deutsche Telekom,EV-Urban,2025-02-14,64.5,133.0,0.07,0.957,2549
Europe & MENA,Singtel,EV-Premium,2025-01-29,96.9,133.3,0.23,0.957,3372
India & Middle East,Deutsche Telekom,EV-Premium,2025-02-09,66.4,130.9,0.61,0.945,1589
Asia-Pacific,Etisalat,Moto-2W,2025-01-06,77.8,133.1,0.6,0.942,2532
India & Middle East,AT&T,Moto-2W,2025-01-08,132.8,205.5,0.18,0.934,3021
Asia-Pacific,NTT Docomo,Commercial-Van,2025-02-14,126.0,203.2,0.37,0.936,1686
Europe & MENA,AT&T,Luxury-Flagship,2025-01-26,83.0,162.8,0.72,0.99,1848
Asia-Pacific,TIM,Compact-Connected,2025-01-18,53.2,89.3,0.48,0.966,4762
India & Middle East,Airtel,SUV-Connected,2025-01-14,134.4,190.6,0.34,0.98,1382
India & Middle East,Vodafone,Compact-Connected,2025-01-03,114.1,158.0,0.66,0.965,1439
Europe & MENA,Vodafone,Commercial-Van,2025-01-08,79.0,132.8,0.25,0.959,4198
Latin America,Telstra,EV-Premium,2025-01-29,133.6,213.3,0.2,0.974,4451
Asia-Pacific,Deutsche Telekom,Compact-Connected,2025-01-10,78.8,122.1,0.62,0.96,3903
Asia-Pacific,Etisalat,EV-Urban,2025-02-04,115.0,160.0,0.62,0.939,1318
North America,AT&T,Luxury-Flagship,2025-01-12,121.5,199.6,0.28,0.991,4696
India & Middle East,Telefonica,SUV-Connected,2025-02-04,95.5,168.0,0.72,0.978,3921
North America,TIM,Moto-2W,2025-01-09,80.1,153.2,0.1,0.989,1684
North America,Telstra,SUV-Connected,2025-02-24,114.6,176.7,0.79,0.931,3409
Latin America,Deutsche Telekom,Commercial-Van,2025-01-22,107.4,175.1,0.35,0.981,3711
Asia-Pacific,Deutsche Telekom,Fleet-Leasing,2025-01-07,90.0,124.6,0.39,0.937,4743
Asia-Pacific,AT&T,SUV-Connected,2025-02-06,86.1,140.8,0.1,0.961,3776
Latin America,Telstra,Compact-Connected,2025-01-15,52.2,121.2,0.48,0.951,2979
India & Middle East,Airtel,Moto-2W,2025-02-14,86.1,142.9,0.54,0.937,687
Oceania,Orange,SUV-Connected,2025-01-13,122.2,148.0,0.62,0.985,2133
Asia-Pacific,TIM,Fleet-Leasing,2025-02-04,56.5,101.4,0.53,0.939,1138
Europe & MENA,NTT Docomo,Luxury-Flagship,2025-01-14,109.2,187.9,0.12,0.939,4004
Europe & MENA,Deutsche Telekom,Fleet-Leasing,2025-01-11,60.4,140.2,0.39,0.936,3454
Asia-Pacific,Telstra,Luxury-Flagship,2025-02-03,102.7,173.3,0.32,0.966,2442
North America,Airtel,SUV-Connected,2025-01-25,76.7,107.8,0.34,0.932,3280
Europe & MENA,AT&T,Commercial-Van,2025-01-16,124.5,204.0,0.29,0.983,3678
Asia-Pacific,Singtel,EV-Urban,2025-01-31,105.8,177.3,0.12,0.957,3896
India & Middle East,Telstra,Luxury-Flagship,2025-01-20,58.5,133.2,0.56,0.989,663
India & Middle East,Singtel,Luxury-Flagship,2025-01-11,124.4,166.9,0.66,0.956,1193
North America,Etisalat,Luxury-Flagship,2025-02-07,64.3,101.7,0.79,0.966,823
Oceania,SK Telecom,EV-Urban,2025-01-06,66.4,117.4,0.48,0.969,1731
Oceania,Singtel,EV-Premium,2025-02-11,95.1,167.6,0.85,0.987,4964
North America,Etisalat,SUV-Connected,2025-01-22,119.0,176.2,0.56,0.946,2055
Latin America,TIM,Fleet-Leasing,2025-02-05,114.2,149.5,0.78,0.952,3702
Latin America,AT&T,EV-Premium,2025-01-10,94.9,122.3,0.74,0.952,1084
Asia-Pacific,Telefonica,Fleet-Leasing,2025-01-03,56.8,119.0,0.46,0.952,3150
Asia-Pacific,Etisalat,Moto-2W,2025-02-28,69.7,135.6,0.29,0.935,1104
Europe & MENA,Rogers,EV-Premium,2025-01-09,85.7,121.0,0.29,0.963,3248
Asia-Pacific,Etisalat,Fleet-Leasing,2025-01-15,50.8,99.3,0.32,0.945,4334
North America,Telefonica,Moto-2W,2025-02-28,114.4,158.6,0.14,0.978,4255
Europe & MENA,Etisalat,EV-Urban,2025-02-23,82.4,154.1,0.1,0.986,4897
North America,Airtel,EV-Premium,2025-01-18,110.2,180.5,0.17,0.948,1126
North America,AT&T,EV-Premium,2025-02-11,63.0,119.6,0.83,0.974,2815
Europe & MENA,Airtel,EV-Premium,2025-01-04,128.3,206.6,0.84,0.933,2674
Latin America,SK Telecom,Fleet-Leasing,2025-02-11,49.4,88.9,0.64,0.936,2586
Oceania,Airtel,Commercial-Van,2025-01-12,107.7,184.4,0.83,0.956,3731
India & Middle East,Deutsche Telekom,Fleet-Leasing,2025-01-24,61.2,112.0,0.41,0.967,2400
Oceania,Orange,Compact-Connected,2025-01-01,97.0,155.9,0.23,0.983,3428
India & Middle East,Vodafone,Compact-Connected,2025-02-04,81.3,157.0,0.16,0.959,4157
Oceania,TIM,Compact-Connected,2025-01-20,124.3,158.4,0.31,0.983,4099
North America,Etisalat,EV-Urban,2025-02-03,51.0,121.7,0.88,0.991,2041
Asia-Pacific,Singtel,Luxury-Flagship,2025-01-18,114.2,156.3,0.83,0.945,3986
Europe & MENA,AT&T,Compact-Connected,2025-02-14,75.9,124.1,0.32,0.985,763
Europe & MENA,AT&T,EV-Urban,2025-02-12,82.3,156.6,0.36,0.987,4976
Latin America,Orange,Luxury-Flagship,2025-01-07,72.9,125.5,0.29,0.943,4729
Oceania,Singtel,EV-Premium,2025-01-21,63.9,127.6,0.09,0.967,728
India & Middle East,Singtel,Compact-Connected,2025-01-12,66.0,126.1,0.06,0.992,3801
Oceania,AT&T,Compact-Connected,2025-02-03,118.6,155.7,0.17,0.957,3908
Europe & MENA,AT&T,Compact-Connected,2025-02-16,89.0,116.5,0.76,0.938,3744
India & Middle East,SK Telecom,Compact-Connected,2025-02-20,133.9,197.3,0.86,0.966,4341
North America,SK Telecom,Luxury-Flagship,2025-01-13,54.5,118.4,0.82,0.937,1329
Europe & MENA,Singtel,Luxury-Flagship,2025-02-13,59.5,121.9,0.75,0.984,2103
India & Middle East,Airtel,SUV-Connected,2025-01-02,110.4,167.8,0.69,0.944,4120
North America,NTT Docomo,EV-Urban,2025-02-11,71.2,140.1,0.61,0.953,1035
Oceania,Vodafone,Compact-Connected,2025-01-04,62.5,119.6,0.14,0.935,2062
Europe & MENA,Rogers,Fleet-Leasing,2025-01-25,64.2,132.3,0.2,0.986,2211
India & Middle East,NTT Docomo,EV-Premium,2025-01-09,65.5,122.9,0.46,0.943,3954
Latin America,Orange,Commercial-Van,2025-02-27,93.6,121.2,0.56,0.989,1712
Oceania,AT&T,Fleet-Leasing,2025-01-09,45.3,81.6,0.8,0.983,3410
Latin America,SK Telecom,EV-Premium,2025-01-03,127.0,204.2,0.43,0.935,3630
North America,Orange,EV-Urban,2025-01-21,49.3,115.9,0.14,0.987,2173
Europe & MENA,Telefonica,Commercial-Van,2025-02-05,114.8,166.0,0.36,0.99,1899
Oceania,Airtel,Luxury-Flagship,2025-02-26,89.0,124.2,0.29,0.961,3772
India & Middle East,Vodafone,EV-Urban,2025-02-09,64.4,99.3,0.12,0.947,1561
Latin America,AT&T,Commercial-Van,2025-01-06,113.3,162.1,0.38,0.954,877
Oceania,NTT Docomo,Moto-2W,2025-01-01,54.1,90.3,0.61,0.973,3584
North America,Airtel,Fleet-Leasing,2025-02-19,75.7,152.7,0.85,0.947,1127
India & Middle East,Deutsche Telekom,Commercial-Van,2025-01-23,113.7,156.2,0.16,0.937,4454
Asia-Pacific,Airtel,Commercial-Van,2025-01-10,123.8,196.2,0.88,0.948,1409
Asia-Pacific,Deutsche Telekom,Commercial-Van,2025-02-03,72.0,150.4,0.3,0.954,4964
India & Middle East,NTT Docomo,EV-Urban,2025-01-22,81.9,137.6,0.16,0.99,4088
Latin America,Telstra,Luxury-Flagship,2025-02-03,103.5,162.0,0.75,0.943,626
Asia-Pacific,Rogers,SUV-Connected,2025-02-10,57.2,123.6,0.68,0.945,3587
Oceania,Orange,Compact-Connected,2025-02-04,46.2,92.0,0.58,0.932,2034
Asia-Pacific,Etisalat,Luxury-Flagship,2025-02-20,94.4,125.7,0.54,0.937,1675
Asia-Pacific,Etisalat,EV-Premium,2025-01-08,83.9,122.5,0.06,0.934,3599
India & Middle East,Telefonica,EV-Urban,2025-02-11,61.7,111.7,0.52,0.96,712
Europe & MENA,Vodafone,Luxury-Flagship,2025-01-03,130.0,187.2,0.58,0.941,2053
Oceania,Telefonica,SUV-Connected,2025-01-09,77.9,142.8,0.84,0.94,2036
Asia-Pacific,SK Telecom,Moto-2W,2025-01-08,119.1,155.0,0.37,0.958,3312
Europe & MENA,Rogers,EV-Premium,2025-02-08,130.1,200.2,0.52,0.955,4998
India & Middle East,AT&T,EV-Urban,2025-01-25,59.8,107.9,0.4,0.985,4007
Latin America,AT&T,SUV-Connected,2025-01-16,89.8,116.5,0.81,0.944,988
Latin America,Deutsche Telekom,Fleet-Leasing,2025-01-08,117.5,177.7,0.73,0.934,4557
Oceania,AT&T,Luxury-Flagship,2025-01-21,67.1,134.3,0.19,0.983,2707
India & Middle East,Airtel,SUV-Connected,2025-01-10,107.2,150.8,0.31,0.96,2453
Latin America,Telstra,Fleet-Leasing,2025-02-15,57.9,123.4,0.25,0.939,3093
Europe & MENA,SK Telecom,Compact-Connected,2025-01-17,91.4,151.8,0.9,0.947,3803
Latin America,Orange,Fleet-Leasing,2025-02-09,79.5,147.1,0.45,0.977,4262
Latin America,Telstra,Fleet-Leasing,2025-01-08,106.5,156.7,0.11,0.976,1308
North America,Telefonica,EV-Urban,2025-01-20,122.5,194.4,0.59,0.93,3326
India & Middle East,Telefonica,Luxury-Flagship,2025-02-07,52.8,94.9,0.39,0.985,1918
Latin America,Vodafone,SUV-Connected,2025-02-03,78.2,107.3,0.14,0.967,1952
Asia-Pacific,Rogers,Compact-Connected,2025-01-08,109.8,139.0,0.62,0.964,3145
Latin America,Airtel,Commercial-Van,2025-02-13,79.2,137.4,0.43,0.931,2819
Latin America,AT&T,Compact-Connected,2025-02-18,74.7,133.6,0.85,0.99,1896
Europe & MENA,Rogers,Moto-2W,2025-01-04,62.9,130.3,0.19,0.932,2436
Oceania,Vodafone,Compact-Connected,2025-02-18,112.7,139.9,0.85,0.96,1131
North America,Vodafone,Compact-Connected,2025-01-23,119.8,196.2,0.83,0.966,1949
Asia-Pacific,NTT Docomo,Luxury-Flagship,2025-02-20,120.4,176.8,0.06,0.977,1842
North America,Vodafone,Compact-Connected,2025-02-28,57.5,111.4,0.15,0.972,3337
India & Middle East,Telstra,EV-Urban,2025-01-26,134.4,173.8,0.32,0.984,2128
Oceania,Vodafone,EV-Urban,2025-01-20,122.4,167.3,0.81,0.958,1555
India & Middle East,TIM,Moto-2W,2025-02-16,97.7,175.3,0.4,0.936,4605
India & Middle East,Orange,SUV-Connected,2025-02-22,123.9,203.6,0.54,0.961,1529
Asia-Pacific,Etisalat,Luxury-Flagship,2025-01-24,89.3,142.6,0.38,0.931,3041
Oceania,Etisalat,EV-Urban,2025-01-12,124.2,194.4,0.38,0.986,3699
India & Middle East,Airtel,Luxury-Flagship,2025-01-16,110.4,181.2,0.1,0.953,4892
India & Middle East,Deutsche Telekom,Fleet-Leasing,2025-02-21,48.1,75.7,0.08,0.974,2508
Oceania,NTT Docomo,Fleet-Leasing,2025-02-07,76.7,115.3,0.63,0.988,2447
Asia-Pacific,Telefonica,Commercial-Van,2025-01-02,54.8,111.1,0.75,0.991,3678
Asia-Pacific,Orange,Compact-Connected,2025-02-09,52.1,123.4,0.35,0.98,2891
Europe & MENA,NTT Docomo,EV-Urban,2025-01-27,82.2,162.1,0.63,0.934,3425
Asia-Pacific,Deutsche Telekom,Luxury-Flagship,2025-01-11,56.6,97.1,0.23,0.937,2614
North America,SK Telecom,Luxury-Flagship,2025-01-09,87.7,142.4,0.85,0.98,1212
Asia-Pacific,Vodafone,Fleet-Leasing,2025-02-09,54.5,106.7,0.24,0.96,3770
Latin America,Deutsche Telekom,Fleet-Leasing,2025-02-08,68.5,133.0,0.64,0.97,4232
India & Middle East,TIM,Fleet-Leasing,2025-02-01,106.4,152.3,0.67,0.94,599
Oceania,Etisalat,Fleet-Leasing,2025-01-15,45.7,72.9,0.84,0.953,3935
North America,Rogers,SUV-Connected,2025-01-24,125.7,193.7,0.75,0.978,1539
Latin America,Etisalat,Fleet-Leasing,2025-02-18,73.3,138.4,0.74,0.955,1391
Europe & MENA,AT&T,SUV-Connected,2025-01-08,126.9,172.9,0.69,0.964,506
Europe & MENA,SK Telecom,Moto-2W,2025-01-16,78.0,143.3,0.47,0.961,1694
Asia-Pacific,Deutsche Telekom,Luxury-Flagship,2025-02-07,133.2,182.3,0.34,0.965,4564
India & Middle East,Rogers,Luxury-Flagship,2025-01-15,53.7,94.8,0.28,0.954,3026
North America,NTT Docomo,Compact-Connected,2025-01-19,131.7,169.2,0.35,0.944,1577
Asia-Pacific,Deutsche Telekom,Luxury-Flagship,2025-02-24,56.9,86.6,0.5,0.976,3780
India & Middle East,Airtel,Compact-Connected,2025-02-27,78.4,116.9,0.59,0.958,2005
Latin America,Singtel,Fleet-Leasing,2025-01-02,127.2,160.4,0.85,0.983,1203
Latin America,NTT Docomo,SUV-Connected,2025-01-14,50.4,106.3,0.17,0.946,3081
Oceania,Telefonica,Commercial-Van,2025-01-02,79.8,123.2,0.21,0.935,604
Oceania,Etisalat,Compact-Connected,2025-02-07,49.4,88.5,0.55,0.979,3465
India & Middle East,Etisalat,Moto-2W,2025-02-28,108.9,152.2,0.08,0.978,1491
Asia-Pacific,NTT Docomo,Fleet-Leasing,2025-01-06,75.8,132.1,0.85,0.943,3921
Latin America,Vodafone,EV-Premium,2025-01-12,74.4,146.7,0.68,0.945,3501
North America,Airtel,Fleet-Leasing,2025-01-03,55.8,104.1,0.27,0.973,661
North America,Telefonica,Fleet-Leasing,2025-01-09,109.6,187.0,0.4,0.96,3517
North America,Telstra,Commercial-Van,2025-01-31,78.4,152.8,0.39,0.94,1859
India & Middle East,TIM,EV-Premium,2025-02-04,87.6,132.5,0.69,0.946,4767
Asia-Pacific,Orange,EV-Urban,2025-01-24,109.9,139.7,0.32,0.979,1958
Oceania,SK Telecom,EV-Urban,2025-02-10,70.8,136.4,0.13,0.932,3821
Oceania,Airtel,Commercial-Van,2025-02-16,131.3,165.3,0.82,0.962,1213
Europe & MENA,Telefonica,Compact-Connected,2025-02-17,125.9,193.1,0.14,0.943,1224
North America,Telefonica,Compact-Connected,2025-01-28,97.8,150.1,0.63,0.955,2616
Latin America,Telefonica,EV-Premium,2025-01-29,93.1,141.8,0.16,0.942,4970
India & Middle East,Singtel,Fleet-Leasing,2025-02-14,86.5,143.5,0.24,0.951,1484
India & Middle East,Singtel,Moto-2W,2025-01-26,49.1,92.0,0.89,0.942,4859
North America,Telefonica,Compact-Connected,2025-02-07,119.8,180.9,0.48,0.968,4141
Asia-Pacific,Rogers,EV-Premium,2025-01-10,45.8,71.4,0.29,0.99,1958
Europe & MENA,SK Telecom,Commercial-Van,2025-01-29,111.7,189.3,0.44,0.986,2879
Oceania,Vodafone,Compact-Connected,2025-01-28,107.9,179.5,0.68,0.968,832
Oceania,Telefonica,Fleet-Leasing,2025-02-27,52.3,126.3,0.42,0.987,1427
Asia-Pacific,Orange,SUV-Connected,2025-01-23,62.9,137.3,0.29,0.961,960
Europe & MENA,Rogers,EV-Urban,2025-02-23,92.0,143.3,0.49,0.958,929
Oceania,Orange,Fleet-Leasing,2025-01-17,111.3,150.8,0.3,0.959,3683
Oceania,SK Telecom,EV-Premium,2025-01-15,85.4,114.4,0.8,0.93,2710
India & Middle East,Etisalat,Compact-Connected,2025-01-08,99.7,144.1,0.31,0.99,3570
North America,NTT Docomo,Fleet-Leasing,2025-01-19,134.2,180.2,0.16,0.962,4800
North America,Telefonica,Moto-2W,2025-01-28,131.3,192.1,0.67,0.947,3052
Latin America,Orange,EV-Urban,2025-01-19,79.2,134.7,0.27,0.988,2380
Latin America,Rogers,Commercial-Van,2025-01-06,86.3,140.8,0.34,0.967,3393
India & Middle East,AT&T,Fleet-Leasing,2025-03-01,82.2,113.0,0.32,0.948,1054
Europe & MENA,Rogers,EV-Urban,2025-01-27,78.5,111.5,0.33,0.935,901
Asia-Pacific,Orange,EV-Urban,2025-02-28,95.8,168.0,0.29,0.984,3515
Europe & MENA,Vodafone,EV-Premium,2025-01-22,90.7,143.1,0.39,0.986,3826
North America,SK Telecom,EV-Premium,2025-01-16,132.1,158.8,0.78,0.977,1735
Latin America,Deutsche Telekom,Moto-2W,2025-02-23,50.1,125.6,0.86,0.954,4254
India & Middle East,Telstra,Compact-Connected,2025-02-10,131.5,171.5,0.57,0.945,1139
Latin America,SK Telecom,EV-Premium,2025-01-20,105.3,132.8,0.62,0.972,2459
Latin America,AT&T,EV-Premium,2025-02-04,104.6,170.2,0.4,0.957,3913
India & Middle East,Vodafone,Fleet-Leasing,2025-01-18,48.5,73.8,0.21,0.985,1485
Asia-Pacific,AT&T,SUV-Connected,2025-02-24,77.3,129.2,0.48,0.965,4617
North America,SK Telecom,Compact-Connected,2025-02-22,132.7,160.7,0.22,0.969,4000
North America,Rogers,Moto-2W,2025-02-19,115.5,160.5,0.37,0.949,2872
North America,AT&T,EV-Premium,2025-02-12,57.5,98.9,0.48,0.931,3010
Europe & MENA,Vodafone,SUV-Connected,2025-02-16,59.2,104.1,0.67,0.978,2950
Latin America,Singtel,EV-Premium,2025-02-22,102.5,129.3,0.72,0.965,1531
Latin America,Singtel,Commercial-Van,2025-02-06,64.7,91.2,0.71,0.938,770
